date,death,pm10,tempf,season
4/2/1996,24,-7.3485713,47,Spring
4/3/1996,15,,50.5,Spring
4/4/1996,23,3.828697,52.5,Spring
4/5/1996,24,,45,Spring
4/6/1996,30,-3.1942856,41,Spring
4/7/1996,24,,43.5,Spring
4/8/1996,19,-8.1542854,41,Spring
4/9/1996,20,,39.5,Spring
4/10/1996,19,-10.57075,41.5,Spring
4/11/1996,28,,54,Spring
4/12/1996,16,-1.9828571,66.5,Spring
4/13/1996,25,,61.5,Spring
4/14/1996,26,11.137143,57,Spring
4/15/1996,17,,49.5,Spring
4/16/1996,22,-10.784443,53,Spring
4/17/1996,19,,49,Spring
4/18/1996,21,-8.1428576,51,Spring
4/19/1996,20,,59.5,Spring
4/20/1996,29,16.794285,68.5,Spring
4/21/1996,15,,66,Spring
4/22/1996,29,-4.3538022,70,Spring
4/23/1996,20,,68.5,Spring
4/24/1996,21,44.857143,53.5,Spring
4/25/1996,17,,60,Spring
4/26/1996,14,21.845715,61,Spring
4/27/1996,22,,49.5,Spring
4/28/1996,24,-9.3133612,54,Spring
4/29/1996,19,,71.5,Spring
4/30/1996,22,7.777143,61,Spring
5/1/1996,30,,52,Spring
5/2/1996,22,1.7485714,59,Spring
5/3/1996,20,,61.5,Spring
5/4/1996,11,12.792134,65.5,Spring
5/5/1996,19,,63,Spring
5/6/1996,19,-5.1875,60.5,Spring
5/7/1996,19,,51.5,Spring
5/8/1996,17,-17.301136,55,Spring
5/9/1996,14,,56,Spring
5/10/1996,14,-18.330652,64.5,Spring
5/11/1996,13,,71,Spring
5/12/1996,18,8.869318,52.5,Spring
5/13/1996,22,,47.5,Spring
5/14/1996,18,-9.090909,50,Spring
5/15/1996,13,,53.5,Spring
5/16/1996,25,-0.55736279,55.5,Spring
5/17/1996,19,,58,Spring
5/18/1996,17,,71,Spring
5/19/1996,11,,77.5,Spring
5/20/1996,17,,79.5,Spring
5/21/1996,32,,80,Spring
5/22/1996,17,22.405022,69,Spring
5/23/1996,18,,68,Spring
5/24/1996,19,15.102273,74,Spring
5/25/1996,13,,59,Spring
5/26/1996,20,-7.840909,55,Spring
5/27/1996,24,,54,Spring
5/28/1996,22,-14.884311,55.5,Spring
5/29/1996,16,,52.5,Spring
5/30/1996,16,-14.721591,53.5,Spring
5/31/1996,19,,56.5,Spring
6/1/1996,20,-4.778409,62,Spring
6/2/1996,15,,63,Spring
6/3/1996,22,-3.8719893,59,Spring
6/4/1996,16,,65.5,Spring
6/5/1996,18,7.2897725,68,Spring
6/6/1996,27,,66.5,Spring
6/7/1996,18,14.255682,77,Spring
6/8/1996,10,,75.5,Spring
6/9/1996,21,0.52327776,73.5,Spring
6/10/1996,20,,78,Spring
6/11/1996,22,-12.681818,76.5,Spring
6/12/1996,13,,77,Spring
6/13/1996,21,1.3693181,75.5,Spring
6/14/1996,16,,76.5,Spring
6/15/1996,15,13.91357,74.5,Spring
6/16/1996,12,,77.5,Spring
6/17/1996,26,13.778409,81,Spring
6/18/1996,16,,75.5,Spring
6/19/1996,18,4.8011365,76,Spring
6/20/1996,12,,78.5,Spring
6/21/1996,12,-0.51448929,78,Spring
6/22/1996,20,,77.5,Spring
6/23/1996,14,19.738636,74,Spring
6/24/1996,14,,73.5,Spring
6/25/1996,14,0.61363637,78,Spring
6/26/1996,24,,68.5,Spring
6/27/1996,21,-0.55141795,69,Spring
6/28/1996,20,,74.5,Spring
6/29/1996,22,16.511364,71,Spring
6/30/1996,19,,75,Spring
7/1/1996,19,-5.528409,78,Summer
7/2/1996,19,,77.5,Summer
7/3/1996,28,22.661673,72.5,Summer
7/4/1996,14,,67.5,Summer
7/5/1996,16,-13.346591,69.5,Summer
7/6/1996,19,,72,Summer
7/7/1996,23,3.6363637,76,Summer
7/8/1996,15,,80,Summer
7/9/1996,11,17.262583,79.5,Summer
7/10/1996,18,,69.5,Summer
7/11/1996,13,-4.4545455,66,Summer
7/12/1996,22,,68,Summer
7/13/1996,19,-6.3898306,78.5,Summer
7/14/1996,15,,80.5,Summer
7/15/1996,15,13.163811,79.5,Summer
7/16/1996,22,,78.5,Summer
7/17/1996,16,0.58192092,77.5,Summer
7/18/1996,25,,76.5,Summer
7/19/1996,24,11.621469,78,Summer
7/20/1996,18,,71,Summer
7/21/1996,16,-10.720948,70.5,Summer
7/22/1996,14,,69,Summer
7/23/1996,16,-3.4632769,74,Summer
7/24/1996,19,,75.5,Summer
7/25/1996,21,31.689266,77.5,Summer
7/26/1996,26,,77.5,Summer
7/27/1996,18,6.5893841,71.5,Summer
7/28/1996,21,,71,Summer
7/29/1996,15,-3.1864407,72,Summer
7/30/1996,17,,75,Summer
7/31/1996,17,-6.1468925,75.5,Summer
8/1/1996,21,,76,Summer
8/2/1996,21,8.7745972,73,Summer
8/3/1996,13,,74,Summer
8/4/1996,23,13.910112,72.5,Summer
8/5/1996,19,,74.5,Summer
8/6/1996,21,14.792135,74.5,Summer
8/7/1996,15,,74,Summer
8/8/1996,18,30.285362,75,Summer
8/9/1996,18,,70.5,Summer
8/10/1996,15,4.8994412,72.5,Summer
8/11/1996,12,,68.5,Summer
8/12/1996,23,-13.106145,67.5,Summer
8/13/1996,23,,69,Summer
8/14/1996,27,-11.523017,71,Summer
8/15/1996,21,,72.5,Summer
8/16/1996,18,17.96648,75,Summer
8/17/1996,17,,73.5,Summer
8/18/1996,15,7.0782123,75,Summer
8/19/1996,26,,73,Summer
8/20/1996,16,6.2719154,72,Summer
8/21/1996,22,,74,Summer
8/22/1996,14,4.9162011,77.5,Summer
8/23/1996,14,,78,Summer
8/24/1996,23,34.921787,76,Summer
8/25/1996,15,,73,Summer
8/26/1996,19,-1.4746772,73,Summer
8/27/1996,23,,73,Summer
8/28/1996,17,13.061453,73,Summer
8/29/1996,11,,73,Summer
8/30/1996,16,35.184357,73,Summer
8/31/1996,20,,71,Summer
9/1/1996,15,4.8467693,71.5,Summer
9/2/1996,19,,73,Summer
9/3/1996,12,5.3910613,71.5,Summer
9/4/1996,14,,73.5,Summer
9/5/1996,26,5.4413409,79,Summer
9/6/1996,27,,77.5,Summer
9/7/1996,12,-0.80049914,78,Summer
9/8/1996,19,,77.5,Summer
9/9/1996,22,2.4636872,76.5,Summer
9/10/1996,18,,77.5,Summer
9/11/1996,22,28.413408,72,Summer
9/12/1996,20,,72.5,Summer
9/13/1996,14,-4.1172509,67,Summer
9/14/1996,15,,60.5,Summer
9/15/1996,19,-8.0614529,61.5,Summer
9/16/1996,17,,62.5,Summer
9/17/1996,19,-1.1005586,66,Summer
9/18/1996,23,,66,Summer
9/19/1996,15,-9.3845463,65.5,Summer
9/20/1996,14,,63.5,Summer
9/21/1996,18,9.9497204,63,Summer
9/22/1996,25,,66.5,Summer
9/23/1996,22,-9.9720669,63,Summer
9/24/1996,19,,59,Summer
9/25/1996,14,4.5484519,60.5,Summer
9/26/1996,19,,55.5,Summer
9/27/1996,22,-4.8938546,68.5,Summer
9/28/1996,8,,67,Summer
9/29/1996,17,-11.961111,59.5,Summer
9/30/1996,29,,61.5,Summer
10/1/1996,17,2.3254099,61.5,Autumn
10/2/1996,20,,64.5,Autumn
10/3/1996,16,-7.9166665,57,Autumn
10/4/1996,15,,47,Autumn
10/5/1996,22,-5.0388889,47.5,Autumn
10/6/1996,23,,50,Autumn
10/7/1996,23,-10.762386,52,Autumn
10/8/1996,16,,58,Autumn
10/9/1996,21,-17.061111,59.5,Autumn
10/10/1996,18,,53,Autumn
10/11/1996,21,-11.161111,47.5,Autumn
10/12/1996,18,,48,Autumn
10/13/1996,26,-3.7886763,56,Autumn
10/14/1996,26,,62,Autumn
10/15/1996,22,22.016666,51.5,Autumn
10/16/1996,22,,60,Autumn
10/17/1996,24,12.888889,65.5,Autumn
10/18/1996,17,,58.5,Autumn
10/19/1996,19,11.498209,47,Autumn
10/20/1996,24,,48.5,Autumn
10/21/1996,14,-19.994444,52,Autumn
10/22/1996,17,,56.5,Autumn
10/23/1996,18,-7.0555553,60.5,Autumn
10/24/1996,13,,56,Autumn
10/25/1996,20,-4.0657105,53,Autumn
10/26/1996,16,,61.5,Autumn
10/27/1996,21,7.4333334,63.5,Autumn
10/28/1996,21,,57.5,Autumn
10/29/1996,25,0.43333334,50,Autumn
10/30/1996,16,,65.5,Autumn
10/31/1996,23,3.0010395,58.5,Autumn
11/1/1996,14,,45.5,Autumn
11/2/1996,26,-9.5388889,42,Autumn
11/3/1996,22,,38.5,Autumn
11/4/1996,11,-7.3777776,41.5,Autumn
11/5/1996,19,,48,Autumn
11/6/1996,24,6.9194446,52.5,Autumn
11/7/1996,19,,64,Autumn
11/8/1996,16,-9.5888891,60,Autumn
11/9/1996,10,,46,Autumn
11/10/1996,25,-19.616667,38.5,Autumn
11/11/1996,21,,35.5,Autumn
11/12/1996,22,-14.229757,35,Autumn
11/13/1996,17,,31.5,Autumn
11/14/1996,17,-0.63333333,32.5,Autumn
11/15/1996,17,,32,Autumn
11/16/1996,18,-9.6611109,31.5,Autumn
11/17/1996,16,,37.5,Autumn
11/18/1996,23,11.988034,42.5,Autumn
11/19/1996,17,,47,Autumn
11/20/1996,20,-0.66483516,40.5,Autumn
11/21/1996,19,,35,Autumn
11/22/1996,15,-5.7377048,40.5,Autumn
11/23/1996,16,,36.5,Autumn
11/24/1996,20,-10.298087,39,Autumn
11/25/1996,15,,41.5,Autumn
11/26/1996,27,14.355191,50.5,Autumn
11/27/1996,17,,33,Autumn
11/28/1996,16,-16.710382,26.5,Autumn
11/29/1996,18,,32,Autumn
11/30/1996,16,-2.0456283,34,Autumn
12/1/1996,20,,50,Autumn
12/2/1996,21,-16.655737,43,Autumn
12/3/1996,17,,38.5,Autumn
12/4/1996,30,9.3770494,40.5,Autumn
12/5/1996,17,,34,Autumn
12/6/1996,27,-4.2422585,38.5,Autumn
12/7/1996,28,,36,Autumn
12/8/1996,16,-7.3715849,40.5,Autumn
12/9/1996,29,,35.5,Autumn
12/10/1996,28,-10.387979,36.5,Autumn
12/11/1996,24,,39,Autumn
12/12/1996,25,-0.21457195,45,Autumn
12/13/1996,26,,47,Autumn
12/14/1996,29,-18.502731,43,Autumn
12/15/1996,19,,42.5,Autumn
12/16/1996,25,-19.377048,43,Autumn
12/17/1996,21,,47.5,Autumn
12/18/1996,25,-12.669682,47.5,Autumn
12/19/1996,20,,34,Autumn
12/20/1996,20,-9.3224039,23.5,Autumn
12/21/1996,38,,22.5,Autumn
12/22/1996,33,-2.4426229,29,Autumn
12/23/1996,22,,39.5,Autumn
12/24/1996,28,10.25548,50.5,Autumn
12/25/1996,30,,31,Autumn
12/26/1996,21,-12.579235,31,Autumn
12/27/1996,19,,42,Autumn
12/28/1996,24,14.420765,40,Autumn
12/29/1996,21,,54,Autumn
12/30/1996,21,9.046587,50,Autumn
12/31/1996,23,,42.5,Autumn
1/1/1997,23,0.57923496,29.5,Winter
1/2/1997,19,,43,Winter
1/3/1997,18,0.72677594,57,Winter
1/4/1997,27,,55,Winter
1/5/1997,26,0.86335546,58,Winter
1/6/1997,17,,46,Winter
1/7/1997,18,-2.3989072,35,Winter
1/8/1997,17,,31.5,Winter
1/9/1997,25,0.56830603,30,Winter
1/10/1997,22,,33.5,Winter
1/11/1997,24,-6.9071054,26,Winter
1/12/1997,21,,21,Winter
1/13/1997,22,-7.622951,20.5,Winter
1/14/1997,18,,20,Winter
1/15/1997,28,9.0874319,26,Winter
1/16/1997,21,,35,Winter
1/17/1997,25,-7.6586723,13.5,Winter
1/18/1997,20,,12.5,Winter
1/19/1997,24,7.0054646,13.5,Winter
1/20/1997,21,,25,Winter
1/21/1997,27,6.852459,34,Winter
1/22/1997,21,,37.5,Winter
1/23/1997,29,-2.0038805,44.5,Winter
1/24/1997,21,,37.5,Winter
1/25/1997,13,-8.8688526,43,Winter
1/26/1997,23,,30,Winter
1/27/1997,19,-13.972677,33.5,Winter
1/28/1997,14,,37,Winter
1/29/1997,27,-11.3898,29.5,Winter
1/30/1997,15,,28,Winter
1/31/1997,21,-2.0765028,36.5,Winter
2/1/1997,25,,44.5,Winter
2/2/1997,28,-8.0219784,37.5,Winter
2/3/1997,22,,48,Winter
2/4/1997,26,6.7143598,39,Winter
2/5/1997,24,,47,Winter
2/6/1997,27,-11.851648,39,Winter
2/7/1997,17,,36,Winter
2/8/1997,16,5.2197804,34,Winter
2/9/1997,16,,30,Winter
2/10/1997,21,-6.3781133,27.5,Winter
2/11/1997,24,,31,Winter
2/12/1997,17,4.0109892,32,Winter
2/13/1997,17,,29,Winter
2/14/1997,25,-10.093407,34,Winter
2/15/1997,19,,41,Winter
2/16/1997,17,-9.19625,33,Winter
2/17/1997,20,,34,Winter
2/18/1997,19,-0.95604396,44.5,Winter
2/19/1997,20,,57.5,Winter
2/20/1997,26,24.127071,49,Winter
2/21/1997,21,,53,Winter
2/22/1997,20,2.5631084,56.5,Winter
2/23/1997,16,,42,Winter
2/24/1997,14,-15.585635,43.5,Winter
2/25/1997,8,,34,Winter
2/26/1997,21,-7.6298342,42,Winter
2/27/1997,19,,62,Winter
2/28/1997,12,-5.4368806,53,Winter
3/1/1997,15,,47.5,Winter
3/2/1997,23,-11.337016,60,Winter
3/3/1997,17,,43,Winter
3/4/1997,19,-17.309393,41,Winter
3/5/1997,18,,45.5,Winter
3/6/1997,14,-11.202464,44.5,Winter
3/7/1997,16,,36.5,Winter
3/8/1997,20,-1.2320442,46.5,Winter
3/9/1997,22,,37.5,Winter
3/10/1997,19,-14.270719,47.5,Winter
3/11/1997,22,,47,Winter
3/12/1997,26,-1.091918,38.5,Winter
3/13/1997,20,,37,Winter
3/14/1997,24,-7.1215467,46,Winter
3/15/1997,12,,43,Winter
3/16/1997,16,-16.176796,32.5,Winter
3/17/1997,20,,38,Winter
3/18/1997,17,-0.421891,49.5,Winter
3/19/1997,26,,37.5,Winter
3/20/1997,18,-5.5193372,44.5,Winter
3/21/1997,25,,47,Winter
3/22/1997,11,10.353591,52.5,Winter
3/23/1997,20,,39,Winter
3/24/1997,21,-17.976103,39.5,Winter
3/25/1997,16,,43.5,Winter
3/26/1997,19,-8.5635357,49.5,Winter
3/27/1997,23,,51.5,Winter
3/28/1997,31,-5.5635357,56,Winter
3/29/1997,18,,64,Winter
3/30/1997,12,-0.47198802,60,Winter
3/31/1997,22,,43.5,Winter
4/1/1997,15,-6.5469613,46.5,Spring
4/2/1997,15,,52.5,Spring
4/3/1997,35,-5.4917126,56,Spring
4/4/1997,15,,62.5,Spring
4/5/1997,27,10.058933,57.5,Spring
4/6/1997,21,,58,Spring
4/7/1997,23,-10.646409,61.5,Spring
4/8/1997,21,,52.5,Spring
4/9/1997,10,8.1160221,39,Spring
4/10/1997,14,,38.5,Spring
4/11/1997,19,-10.228625,44,Spring
4/12/1997,17,,49.5,Spring
4/13/1997,20,-9.0497236,54.5,Spring
4/14/1997,22,,48,Spring
4/15/1997,21,-10.160221,47.5,Spring
4/16/1997,17,,50.5,Spring
4/17/1997,20,11.06109,50.5,Spring
4/18/1997,15,,45.5,Spring
4/19/1997,22,3.165746,50,Spring
4/20/1997,23,,51,Spring
4/21/1997,21,-10.723757,45.5,Spring
4/22/1997,18,,49,Spring
4/23/1997,20,4.6395106,50.5,Spring
4/24/1997,12,,54,Spring
4/25/1997,19,-8.9723759,55,Spring
4/26/1997,23,,56,Spring
4/27/1997,17,-7.977778,53,Spring
4/28/1997,12,,58.5,Spring
4/29/1997,15,-10.691571,57,Spring
4/30/1997,20,,57.5,Spring
5/1/1997,14,13.911111,67.5,Spring
5/2/1997,21,,59,Spring
5/3/1997,16,-5.2055554,66.5,Spring
5/4/1997,20,,57,Spring
5/5/1997,19,-13.552849,53,Spring
5/6/1997,15,,63,Spring
5/7/1997,18,20.737431,54,Spring
5/8/1997,19,,48.5,Spring
5/9/1997,22,-1.2191011,54.5,Spring
5/10/1997,25,,53,Spring
5/11/1997,20,-16.086906,56,Spring
5/12/1997,16,,63,Spring
5/13/1997,25,9.7528086,54,Spring
5/14/1997,12,,57,Spring
5/15/1997,23,-3.3033707,65,Spring
5/16/1997,18,,55.5,Spring
5/17/1997,17,0.2210122,61,Spring
5/18/1997,21,,61,Spring
5/19/1997,18,-0.16292135,74.5,Spring
5/20/1997,25,,68,Spring
5/21/1997,23,-0.18539326,53.5,Spring
5/22/1997,15,,56.5,Spring
5/23/1997,17,-6.8509345,57.5,Spring
5/24/1997,20,,64.5,Spring
5/25/1997,8,5.6685395,65.5,Spring
5/26/1997,27,,64.5,Spring
5/27/1997,22,-12.365169,58,Spring
5/28/1997,20,,55.5,Spring
5/29/1997,14,-6.3707309,56,Spring
5/30/1997,16,,64.5,Spring
5/31/1997,18,-9.5393257,67,Spring
6/1/1997,16,,68.5,Spring
6/2/1997,21,-17.544945,62,Spring
6/3/1997,12,,54.5,Spring
6/4/1997,18,-15.591675,59,Spring
6/5/1997,12,,58,Spring
6/6/1997,12,-5.5842695,56.5,Spring
6/7/1997,11,,57,Spring
6/8/1997,20,-16.511236,59,Spring
6/9/1997,23,,62,Spring
6/10/1997,20,-0.45560876,71,Spring
6/11/1997,25,,70,Spring
6/12/1997,14,11.384181,73,Spring
6/13/1997,18,,75.5,Spring
6/14/1997,15,0.40677965,70.5,Spring
6/15/1997,16,,69,Spring
6/16/1997,17,-11.011689,65.5,Spring
6/17/1997,15,,71,Spring
6/18/1997,19,6.1355934,78,Spring
6/19/1997,11,,75.5,Spring
6/20/1997,22,2.9435029,74.5,Spring
6/21/1997,21,,79,Spring
6/22/1997,18,21.111221,83,Spring
6/23/1997,10,,77,Spring
6/24/1997,22,11.819209,78.5,Spring
6/25/1997,13,,83.5,Spring
6/26/1997,18,33.926552,83.5,Spring
6/27/1997,21,,75,Spring
6/28/1997,16,3.0716622,72.5,Spring
6/29/1997,21,,74,Spring
6/30/1997,23,-8.9265537,68.5,Spring
7/1/1997,15,,75,Summer
7/2/1997,21,-7.8361583,74.5,Summer
7/3/1997,25,,83,Summer
7/4/1997,13,1.4850181,80,Summer
7/5/1997,11,,75.5,Summer
7/6/1997,21,-9.8457146,71.5,Summer
7/7/1997,19,,76,Summer
7/8/1997,28,24.091429,75.5,Summer
7/9/1997,13,,79.5,Summer
7/10/1997,19,18.704126,73.5,Summer
7/11/1997,23,,72,Summer
7/12/1997,18,2.0635839,75.5,Summer
7/13/1997,12,,80,Summer
7/14/1997,14,23.005781,83,Summer
7/15/1997,19,,83.5,Summer
7/16/1997,18,63.454708,85,Summer
7/17/1997,17,,84,Summer
7/18/1997,24,29,84.5,Summer
7/19/1997,16,,79.5,Summer
7/20/1997,10,-0.94152045,73.5,Summer
7/21/1997,11,,77.5,Summer
7/22/1997,16,19.226694,78,Summer
7/23/1997,19,,69.5,Summer
7/24/1997,21,-14.869823,66,Summer
7/25/1997,13,,73.5,Summer
7/26/1997,15,-6.8343196,76.5,Summer
7/27/1997,20,,84,Summer
7/28/1997,17,28.865934,84.5,Summer
7/29/1997,17,,77.5,Summer
7/30/1997,11,-2.9820359,70,Summer
7/31/1997,13,,71,Summer
8/1/1997,20,12.958084,76,Summer
8/2/1997,26,,76,Summer
8/3/1997,13,8.1639347,80.5,Summer
8/4/1997,18,,75,Summer
8/5/1997,26,-2.1151514,70.5,Summer
8/6/1997,21,,68.5,Summer
8/7/1997,15,-0.024242423,69,Summer
8/8/1997,17,,70,Summer
8/9/1997,23,8.9355326,73,Summer
8/10/1997,10,,76,Summer
8/11/1997,18,6.9202452,75.5,Summer
8/12/1997,18,,79.5,Summer
8/13/1997,15,22.748466,81,Summer
8/14/1997,15,,77.5,Summer
8/15/1997,21,3.5463524,78,Summer
8/16/1997,12,,87.5,Summer
8/17/1997,20,7.695652,85.5,Summer
8/18/1997,19,,71.5,Summer
8/19/1997,15,-8.2981367,67.5,Summer
8/20/1997,9,,67.5,Summer
8/21/1997,16,-10.344262,75,Summer
8/22/1997,23,,70.5,Summer
8/23/1997,16,-2.1698112,68.5,Summer
8/24/1997,14,,67.5,Summer
8/25/1997,22,-10.08805,70,Summer
8/26/1997,18,,72,Summer
8/27/1997,11,6.0374918,72,Summer
8/28/1997,20,,77,Summer
8/29/1997,16,1.7452229,73,Summer
8/30/1997,22,,71,Summer
8/31/1997,24,-7.3248405,72,Summer
9/1/1997,15,,77.5,Summer
9/2/1997,12,7.074604,77,Summer
9/3/1997,26,,67,Summer
9/4/1997,17,-2.5354838,61.5,Summer
9/5/1997,23,,63,Summer
9/6/1997,12,-2.5612903,64.5,Summer
9/7/1997,17,,71.5,Summer
9/8/1997,16,4.6993175,72,Summer
9/9/1997,14,,71.5,Summer
9/10/1997,15,12.30719,73.5,Summer
9/11/1997,18,,70,Summer
9/12/1997,15,-10.771242,70,Summer
9/13/1997,20,,70,Summer
9/14/1997,18,-5.0591526,70,Summer
9/15/1997,26,,71.5,Summer
9/16/1997,15,16.039736,70.5,Summer
9/17/1997,24,,72.5,Summer
9/18/1997,9,33.105961,70,Summer
9/19/1997,13,,69,Summer
9/20/1997,20,12.053333,76.5,Summer
9/21/1997,13,,57.5,Summer
9/22/1997,21,-18.892618,57,Summer
9/23/1997,22,,62,Summer
9/24/1997,20,-0.006711409,51.5,Summer
9/25/1997,17,,55.5,Summer
9/26/1997,12,-2.3634572,64.5,Summer
9/27/1997,19,,62.5,Summer
9/28/1997,13,-13.136054,62.5,Summer
9/29/1997,21,,70,Summer
9/30/1997,17,-11.2517,67.5,Summer
10/1/1997,12,,56,Autumn
10/2/1997,14,-12.573566,50,Autumn
10/3/1997,19,,57,Autumn
10/4/1997,18,-4.3724136,68,Autumn
10/5/1997,26,,70,Autumn
10/6/1997,19,14.924138,75.5,Autumn
10/7/1997,14,,72.5,Autumn
10/8/1997,13,29.203552,70.5,Autumn
10/9/1997,15,,71.5,Autumn
10/10/1997,18,3.874126,74.5,Autumn
10/11/1997,13,,59,Autumn
10/12/1997,18,-6.084507,57,Autumn
10/13/1997,29,,60.5,Autumn
10/14/1997,20,2.9830508,68,Autumn
10/15/1997,14,,56.5,Autumn
10/16/1997,10,-17.25,59,Autumn
10/17/1997,18,,54,Autumn
10/18/1997,17,-11.107142,57,Autumn
10/19/1997,14,,50,Autumn
10/20/1997,18,-8.8802443,54.5,Autumn
10/21/1997,22,,50,Autumn
10/22/1997,16,8.804348,44,Autumn
10/23/1997,16,,40.5,Autumn
10/24/1997,20,4.7391305,43.5,Autumn
10/25/1997,21,,53.5,Autumn
10/26/1997,25,-14.296888,46,Autumn
10/27/1997,22,,53.5,Autumn
10/28/1997,18,20.580883,41,Autumn
10/29/1997,18,,44.5,Autumn
10/30/1997,23,1.4411764,49.5,Autumn
10/31/1997,21,,49.5,Autumn
11/1/1997,19,12.863712,60,Autumn
11/2/1997,28,,49.5,Autumn
11/3/1997,17,,50,Autumn
11/4/1997,13,,44.5,Autumn
11/5/1997,15,-10.574627,41,Autumn
11/6/1997,28,,43,Autumn
11/7/1997,16,-8.5409832,49.5,Autumn
11/8/1997,22,,49.5,Autumn
11/9/1997,21,-22.462122,48.5,Autumn
11/10/1997,12,,45,Autumn
11/11/1997,24,-7.4469695,47.5,Autumn
11/12/1997,20,,42.5,Autumn
11/13/1997,16,-12.058402,34.5,Autumn
11/14/1997,14,,38,Autumn
11/15/1997,21,-20.430769,40,Autumn
11/16/1997,18,,37,Autumn
11/17/1997,19,-20.707693,36,Autumn
11/18/1997,22,,33,Autumn
11/19/1997,18,4.162962,37.5,Autumn
11/20/1997,15,,43,Autumn
11/21/1997,23,22.25,45.5,Autumn
11/22/1997,17,,50.5,Autumn
11/23/1997,19,-8.625,43,Autumn
11/24/1997,16,,35.5,Autumn
11/25/1997,15,-14.052416,34,Autumn
11/26/1997,20,,48,Autumn
11/27/1997,19,20.285715,44.5,Autumn
11/28/1997,11,,43.5,Autumn
11/29/1997,23,2.0952382,51,Autumn
11/30/1997,20,,49.5,Autumn
12/1/1997,17,-2.6621621,43,Autumn
12/2/1997,19,,41,Autumn
12/3/1997,19,-4.1612902,38.5,Autumn
12/4/1997,17,,52,Autumn
12/5/1997,18,-3.3064516,39,Autumn
12/6/1997,20,,34.5,Autumn
12/7/1997,13,-19.873432,37.5,Autumn
12/8/1997,22,,37.5,Autumn
12/9/1997,27,-4.5327868,33.5,Autumn
12/10/1997,13,,40,Autumn
12/11/1997,9,,41,Autumn
12/12/1997,13,,39,Autumn
12/13/1997,18,-7.8735361,35.5,Autumn
12/14/1997,20,,36.5,Autumn
12/15/1997,16,-13.425,34.5,Autumn
12/16/1997,26,,44.5,Autumn
12/17/1997,16,15.541667,43.5,Autumn
12/18/1997,22,,37.5,Autumn
12/19/1997,22,7.8608966,43,Autumn
12/20/1997,11,,45.5,Autumn
12/21/1997,18,14.576271,34.5,Autumn
12/22/1997,16,,31.5,Autumn
12/23/1997,21,-12.483051,42,Autumn
12/24/1997,13,,38,Autumn
12/25/1997,16,-11.782822,48.5,Autumn
12/26/1997,19,,40.5,Autumn
12/27/1997,22,-14.129311,33.5,Autumn
12/28/1997,14,,31.5,Autumn
12/29/1997,16,-16.991379,30.5,Autumn
12/30/1997,11,,36.5,Autumn
12/31/1997,30,-16.035282,28.5,Autumn
1/1/1998,22,,26,Winter
1/2/1998,28,,47,Winter
1/3/1998,16,,49,Winter
1/4/1998,24,,54,Winter
1/5/1998,20,,49,Winter
1/6/1998,24,8.1848755,56,Winter
1/7/1998,21,,59,Winter
1/8/1998,19,,63,Winter
1/9/1998,19,,53,Winter
1/10/1998,13,,41,Winter
1/11/1998,28,,40,Winter
1/12/1998,21,-4.2372713,33,Winter
1/13/1998,15,,44,Winter
1/14/1998,24,,30,Winter
1/15/1998,27,,35,Winter
1/16/1998,22,,40,Winter
1/17/1998,23,,39,Winter
1/18/1998,14,-11.125351,37,Winter
1/19/1998,25,,36,Winter
1/20/1998,10,,34,Winter
1/21/1998,22,,32,Winter
1/22/1998,26,,32,Winter
1/23/1998,19,,43,Winter
1/24/1998,26,-15.833259,42,Winter
1/25/1998,17,,35,Winter
1/26/1998,19,,34,Winter
1/27/1998,22,,36,Winter
1/28/1998,23,,39,Winter
1/29/1998,23,,43,Winter
1/30/1998,20,2.3740833,41,Winter
1/31/1998,26,,36,Winter
2/1/1998,21,,36,Winter
2/2/1998,28,,36,Winter
2/3/1998,18,,41,Winter
2/4/1998,23,,40,Winter
2/5/1998,25,-7.6774993,40,Winter
2/6/1998,32,,42,Winter
2/7/1998,20,,42,Winter
2/8/1998,23,,39,Winter
2/9/1998,18,,36,Winter
2/10/1998,22,,40,Winter
2/11/1998,14,22.993546,40,Winter
2/12/1998,19,,49,Winter
2/13/1998,23,,39,Winter
2/14/1998,15,,33,Winter
2/15/1998,16,,31,Winter
2/16/1998,21,,33,Winter
2/17/1998,29,-15.284438,48,Winter
2/18/1998,26,,54,Winter
2/19/1998,19,,46,Winter
2/20/1998,19,,41,Winter
2/21/1998,7,,48,Winter
2/22/1998,22,,42,Winter
2/23/1998,20,-16.760509,42,Winter
2/24/1998,16,,42,Winter
2/25/1998,27,,48,Winter
2/26/1998,29,,49,Winter
2/27/1998,15,,46,Winter
2/28/1998,16,,50,Winter
3/1/1998,21,1.3558925,50,Winter
3/2/1998,22,,47,Winter
3/3/1998,21,,38,Winter
3/4/1998,17,,40,Winter
3/5/1998,21,,38,Winter
3/6/1998,16,,38,Winter
3/7/1998,19,-10.026678,45,Winter
3/8/1998,22,,47,Winter
3/9/1998,29,,60,Winter
3/10/1998,19,,39,Winter
3/11/1998,25,,29,Winter
3/12/1998,29,,28,Winter
3/13/1998,9,-12.276152,29,Winter
3/14/1998,25,,45,Winter
3/15/1998,15,,36,Winter
3/16/1998,27,,36,Winter
3/17/1998,13,,34,Winter
3/18/1998,20,,41,Winter
3/19/1998,26,-14.550326,51,Winter
3/20/1998,12,,45,Winter
